first,last,meet_name,meet_date,event,result,wind,feet
Caleb,Rogalski,Big Blue Classic,"Apr  9-10, 2021",DT,53.25m,,"174' 8"""
Caleb,Rogalski,Big Blue Classic,"Apr  9-10, 2021",HT,53.91m,,"176' 10"""
Caleb,Rogalski,Illinois State Redbird Invitational,"Apr  2, 2021",SP,14.67m,,"48' 1.75"""
Caleb,Rogalski,Illinois State Redbird Invitational,"Apr  2, 2021",DT,50.45m,,"165' 6"""
Caleb,Rogalski,Illinois State Redbird Invitational,"Apr  2, 2021",HT,54.21m,,"177' 10"""
Caleb,Rogalski,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",SP,16.08m,,"52' 9.25"""
Caleb,Rogalski,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",WT,17.40m,,"57' 1"""
Caleb,Rogalski,Panther Tune-Up,"Feb 14, 2021",SP,15.24m,,"50' 0"""
Caleb,Rogalski,Panther Tune-Up,"Feb 14, 2021",WT,17.07m,,"56' 0"""
Caleb,Rogalski,UW-Parkside Triangular,"Feb  5- 6, 2021",SP,15.92m,,"52' 2.75"""
Caleb,Rogalski,UW-Parkside Triangular,"Feb  5- 6, 2021",WT,16.91m,,"55' 5.75"""
Caleb,Rogalski,John Tierney Classic,"Jan 23, 2021",SP,16.17m,,"53' 0.75"""
Caleb,Rogalski,John Tierney Classic,"Jan 23, 2021",WT,17.38m,,"57' 0.25"""
Caleb,Rogalski,The Panther Invite,"Jan  9, 2021",SP,16.74m,,"54' 11.25"""
Caleb,Rogalski,The Panther Invite,"Jan  9, 2021",WT,18.26m,,"59' 11"""
Caleb,Rogalski,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",SP,16.57m,,"54' 4.5"""
Caleb,Rogalski,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",WT,17.22m,,"56' 6"""
Caleb,Rogalski,Panther Tune-Up,"Feb 22, 2020",SP,16.02m,,"52' 6.75"""
Caleb,Rogalski,Panther Tune-Up,"Feb 22, 2020",WT,16.41m,,"53' 10.25"""
Caleb,Rogalski,GVSU Big Meet (Saturday),"Feb 15, 2020",SP,FOUL,,NM
Caleb,Rogalski,GVSU Big Meet (Saturday),"Feb 15, 2020",WT,15.79m,,"51' 9.75"""
Caleb,Rogalski,2020 Meyo Invitational,"Feb  7- 8, 2020",SP,16.07m,,"52' 8.75"""
Caleb,Rogalski,2020 Meyo Invitational,"Feb  7- 8, 2020",WT,17.01m,,"55' 9.75"""
Caleb,Rogalski,Illini Invitational,"Jan 24-25, 2020",SP,FOUL,,NM
Caleb,Rogalski,Illini Invitational,"Jan 24-25, 2020",WT,16.03m,,"52' 7.25"""
Caleb,Rogalski,John Tierney Classic,"Jan 18, 2020",SP,15.50m,,"50' 10.25"""
Caleb,Rogalski,John Tierney Classic,"Jan 18, 2020",WT,16.61m,,"54' 6"""
Caleb,Rogalski,Gene Edmonds Memorial,"Jan 10-11, 2020",SP,14.68m,,"48' 2"""
Caleb,Rogalski,Gene Edmonds Memorial,"Jan 10-11, 2020",WT,15.77m,,"51' 9"""
Caleb,Rogalski,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",SP,14.14m,,"46' 4.75"""
Caleb,Rogalski,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",DT,44.45m,,"145' 10"""
Caleb,Rogalski,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",HT,35.52m,,"116' 6"""
Caleb,Rogalski,Marquette Mid-Week Challenge,"Apr 24, 2019",SP,13.28m,,"43' 7"""
Caleb,Rogalski,Marquette Mid-Week Challenge,"Apr 24, 2019",DT,46.48m,,"152' 6"""
Caleb,Rogalski,Marquette Mid-Week Challenge,"Apr 24, 2019",HT,43.76m,,"143' 7"""
Caleb,Rogalski,Illinois Twilight,"Apr 13, 2019",SP,13.33m,,"43' 9"""
Caleb,Rogalski,Illinois Twilight,"Apr 13, 2019",DT,FOUL,,NM
Caleb,Rogalski,Illinois Twilight,"Apr 13, 2019",HT,35.94m,,"117' 11"""
Caleb,Rogalski,Jack Shaw Classic,"Apr  5, 2019",SP,13.73m,,"45' 0.5"""
Caleb,Rogalski,Jack Shaw Classic,"Apr  5, 2019",DT,45.74m,,"150' 1"""
Caleb,Rogalski,Jack Shaw Classic,"Apr  5, 2019",HT,40.03m,,"131' 4"""
Caleb,Rogalski,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",SP,14.51m,,"47' 7.25"""
Caleb,Rogalski,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",WT,14.98m,,"49' 1.75"""
Caleb,Rogalski,Panther TuneUp,"Feb 16, 2019",SP,12.83m,,"42' 1.25"""
Caleb,Rogalski,Panther TuneUp,"Feb 16, 2019",WT,14.39m,,"47' 2.5"""
Caleb,Rogalski,GVSU Big Meet (Saturday),"Feb  9, 2019",SP,FOUL,,NM
Caleb,Rogalski,GVSU Big Meet (Saturday),"Feb  9, 2019",WT,14.73m,,"48' 4"""
Caleb,Rogalski,2019 Meyo Invitational,"Feb  1- 2, 2019",SP,13.67m,,"44' 10.25"""
Caleb,Rogalski,2019 Meyo Invitational,"Feb  1- 2, 2019",WT,12.57m,,"41' 3"""
Caleb,Rogalski,2019 Illini Invitational,"Jan 25-26, 2019",SP,12.43m,,"40' 9.5"""
Caleb,Rogalski,2019 Illini Invitational,"Jan 25-26, 2019",WT,13.88m,,"45' 6.5"""
Caleb,Rogalski,John Tierney Classic,"Jan 19, 2019",SP,13.28m,,"43' 7"""
Caleb,Rogalski,John Tierney Classic,"Jan 19, 2019",WT,15.39m,,"50' 6"""
Dylan,Sieloff,Eagle Open,"May 12, 2023",PV,4.91m,,"16' 1.25"""
Dylan,Sieloff,Horizon League Championship,"May  5- 7, 2023",PV,4.80m,,"15' 9"""
Dylan,Sieloff,Clark Wood Open 2023,"Apr 28-29, 2023",PV,4.78m,,"15' 8.25"""
Dylan,Sieloff,Gary Wieneke Memorial,"Apr 21-22, 2023",PV,NH,,NH
Dylan,Sieloff,Gibson Invitational & Multis,"Apr 13-15, 2023",PV,4.91m,,"16' 1.25"""
Dylan,Sieloff,Fighting Illini Challenge,"Apr  8, 2023",PV,4.60m,,"15' 1"""
Dylan,Sieloff,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",PV,4.96m,,"16' 3.25"""
Dylan,Sieloff,Panther Tune-Up,"Feb 18, 2023",PV,4.75m,,"15' 7"""
Dylan,Sieloff,Mark Guthrie Legacy Invitational,"Feb  4, 2023",PV,4.73m,,"15' 6.25"""
Dylan,Sieloff,Jack Johnson Classic,"Jan 27-28, 2023",PV,4.78m,,"15' 8.25"""
Dylan,Sieloff,John Tierney Classic,"Jan 21, 2023",PV,4.80m,,"15' 9"""
Dylan,Sieloff,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",PV,4.77m,,"15' 7.75"""
Dylan,Sieloff,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",PV,4.25m,,"13' 11.25"""
Dylan,Sieloff,Valparaiso Beacan Invite,"Apr 30, 2022",PV,4.45m,,"14' 7.25"""
Dylan,Sieloff,Illini Invitational,"Apr 22-23, 2022",PV,NH,,NH
Dylan,Sieloff,44 Farms Team Invitational,"Apr  8- 9, 2022",PV,4.32m,,"14' 2"""
Dylan,Sieloff,Redbird Invite,"Apr  1- 2, 2022",PV,NH,,NH
Dylan,Sieloff,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",PV,4.60m,,"15' 1"""
Dylan,Sieloff,St. Valentines Open,"Feb 18, 2022",PV,NH,,NH
Dylan,Sieloff,Red Hawk Invite,"Feb  5, 2022",PV,4.55m,,"14' 11"""
Dylan,Sieloff,John Tierney Classic,"Jan 29, 2022",PV,4.50m,,"14' 9"""
Dylan,Sieloff,John Gartland Invitational,"Jan 21-22, 2022",PV,4.61m,,"15' 1.5"""
Dylan,Sieloff,Hawkeye Invite,"Jan 14-15, 2022",PV,4.75m,,"15' 7"""
Dylan,Sieloff,2021 Green & White Invite,"Apr 24, 2021",PV,NH,,NH
Dylan,Sieloff,2021 Green & White Invite,"Apr 24, 2021",LJ,6.37m,(+0.0),"20' 10.75"""
Dylan,Sieloff,2021 Green & White Invite,"Apr 24, 2021",TJ,12.68m,(1.9),"41' 7.25"""
Dylan,Sieloff,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",PV,4.40m,,"14' 5.25"""
Dylan,Sieloff,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",TJ,12.71m,,"41' 8.5"""
Dylan,Sieloff,UW-Parkside Triangular,"Feb 19-20, 2021",PV,4.27m,,"14' 0"""
Dylan,Sieloff,Panther Tune-Up,"Feb 14, 2021",PV,4.50m,,"14' 9"""
Dylan,Sieloff,UW-Parkside Triangular,"Feb  5- 6, 2021",PV,4.47m,,"14' 8"""
Dylan,Sieloff,John Tierney Classic,"Jan 23, 2021",PV,NH,,NH
Lucas,Thibert,Panther Tune-Up,"Feb 18, 2023",PV,NH,,NH
Edgardo,Valdes Gonzalez,Horizon League Championship,"May  5- 7, 2023",800,DQ,,
Edgardo,Valdes Gonzalez,Horizon League Championship,"May  5- 7, 2023",800,1:53.81,,
Edgardo,Valdes Gonzalez,Clark Wood Open 2023,"Apr 28-29, 2023",800,1:56.23,,
Edgardo,Valdes Gonzalez,Clark Wood Open 2023,"Apr 28-29, 2023",4x400,3:23.45,,
Edgardo,Valdes Gonzalez,Marquette Invitational,"Apr 22, 2023",800,1:55.82,,
Edgardo,Valdes Gonzalez,Fighting Illini Challenge,"Apr  8, 2023",800,1:55.44,,
Edgardo,Valdes Gonzalez,Fighting Illini Challenge,"Apr  8, 2023",4x400,3:29.95,,
Edgardo,Valdes Gonzalez,Mark Guthrie Legacy Invitational,"Feb  4, 2023",4x400,DNF,,
Edgardo,Valdes Gonzalez,John Tierney Classic,"Jan 21, 2023",400,51.64,,
Edgardo,Valdes Gonzalez,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",600,1:22.99,,
Edgardo,Valdes Gonzalez,NIU Huskie Classic,"Sep  6, 2019",8k,DNF,,
Austin,Wallace,NCAA West Preliminary Round,"May 24-27, 2023",LJ,7.30m,(1.1),"23' 11.5"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",LJ,7.60m,(1.8),"24' 11.25"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",Dec,7509,,
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",100,10.97,(0.8),
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",LJ,7.33m,(+0.0),"24' 0.75"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",SP,14.25m,,"46' 9"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",HJ,2.00m,,"6' 6.75"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",400,50.91,,
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",110H,14.72,(-1.4),
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",DT,40.96m,,"134' 4"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",PV,4.30m,,"14' 1.25"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",JT,49.20m,,"161' 5"""
Austin,Wallace,Horizon League Championship,"May  5- 7, 2023",1500,4:56.11,,
Austin,Wallace,Marquette Invitational,"Apr 22, 2023",LJ,3.80m,(+0.0),"12' 5.75"""
Austin,Wallace,Marquette Invitational,"Apr 22, 2023",DT,41.24m,,"135' 4"""
Austin,Wallace,Warrior Invitational,"Apr  6, 2023",SP,13.52m,,"44' 4.25"""
Austin,Wallace,Warrior Invitational,"Apr  6, 2023",DT,40.07m,,"131' 5"""
Austin,Wallace,Warrior Invitational,"Apr  6, 2023",JT,50.10m,,"164' 4"""
Austin,Wallace,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",LJ,7.52m,,"24' 8.25"""
Austin,Wallace,Panther Tune-Up,"Feb 18, 2023",LJ,7.80m,,"25' 7.25"""
Austin,Wallace,GVSU Big Meet (Friday),"Feb 10, 2023",60H,7.96,,
Austin,Wallace,GVSU Big Meet (Friday),"Feb 10, 2023",60H,8.12,,
Austin,Wallace,Mark Guthrie Legacy Invitational,"Feb  4, 2023",LJ,7.57m,,"24' 10"""
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",Hep,5736,,
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",60,7.02,,
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",LJ,7.46m,,"24' 5.75"""
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",SP,14.10m,,"46' 3.25"""
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",HJ,1.92m,,"6' 3.5"""
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",60H,8.08,,
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",PV,4.40m,,"14' 5.25"""
Austin,Wallace,Jack Johnson Classic,"Jan 27-28, 2023",1000,2:48.82,,
Austin,Wallace,John Tierney Classic,"Jan 21, 2023",60H,8.03,,
Austin,Wallace,John Tierney Classic,"Jan 21, 2023",60H,8.18,,
Austin,Wallace,John Tierney Classic,"Jan 21, 2023",PV,NH,,NH
Austin,Wallace,John Tierney Classic,"Jan 21, 2023",SP,13.83m,,"45' 4.5"""
Austin,Wallace,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",LJ,7.60m,,"24' 11.25"""
Austin,Wallace,Illini Invitational,"Apr 22-23, 2022",LJ,7.59m,(5.8),"24' 11"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",Dec,7355,,
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",100,10.69,(4.2),
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",LJ,7.74m,(5.5),"25' 4.75"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",SP,13.25m,,"43' 5.75"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",HJ,1.87m,,"6' 1.5"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",400,51.45,,
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",110H,14.38,(-1.4),
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",DT,35.39m,,"116' 1"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",PV,4.10m,,"13' 5.25"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",JT,53.70m,,"176' 2"""
Austin,Wallace,44 Farms Team Invitational,"Apr  8- 9, 2022",1500,5:06.37,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,8.09,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,8.16,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",PV,NH,,NH
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",LJ,7.81m,,"25' 7.5"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",Hep,4977,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60,7.11,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",LJ,7.73m,,"25' 4.5"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",SP,13.52m,,"44' 4.25"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",HJ,1.96m,,"6' 5"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,8.42,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",PV,3.04m,,"9' 11.75"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",1000,3:26.34,,
Austin,Wallace,St. Valentines Open,"Feb 18, 2022",60H,8.13,,
Austin,Wallace,St. Valentines Open,"Feb 18, 2022",LJ,7.53m,,"24' 8.5"""
Austin,Wallace,Red Hawk Invite,"Feb  5, 2022",60H,8.09,,
Austin,Wallace,Red Hawk Invite,"Feb  5, 2022",60H,8.13,,
Austin,Wallace,Red Hawk Invite,"Feb  5, 2022",PV,3.95m,,"12' 11.5"""
Austin,Wallace,John Tierney Classic,"Jan 29, 2022",60H,8.05,,
Austin,Wallace,John Tierney Classic,"Jan 29, 2022",60H,8.49,,
Austin,Wallace,John Tierney Classic,"Jan 29, 2022",LJ,7.52m,,"24' 8.25"""
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",Hep,5557,,
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",60,7.09,,
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",LJ,7.45m,,"24' 5.5"""
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",SP,13.82m,,"45' 4.25"""
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",HJ,1.92m,,"6' 3.5"""
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",60H,8.21,,
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",PV,4.05m,,"13' 3.5"""
Austin,Wallace,John Gartland Invitational,"Jan 21-22, 2022",1000,2:49.07,,
Austin,Wallace,Hawkeye Invite,"Jan 14-15, 2022",60H,8.22,,
Austin,Wallace,Hawkeye Invite,"Jan 14-15, 2022",LJ,7.52m,,"24' 8.25"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",110H,14.54,(3.0),
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",PV,3.77m,,"12' 4.5"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",LJ,7.07m,(3.9),"23' 2.5"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",Dec,6352,,
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",100,11.18,(2.2),
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",LJ,6.95m,(2.4),"22' 9.75"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",SP,13.37m,,"43' 10.5"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",HJ,1.82m,,"5' 11.5"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",400,51.93,,
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",110H,14.66,(2.7),
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",DT,35.81m,,"117' 6"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",PV,4.00m,,"13' 1.5"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",JT,49.38m,,"162' 0"""
Austin,Wallace,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",1500,DNF,,
Austin,Wallace,Valpo Invitational,"May  1, 2021",SP,13.41m,,"44' 0"""
Austin,Wallace,Valpo Invitational,"May  1, 2021",DT,36.72m,,"120' 6"""
Austin,Wallace,Clark Wood Invitational,"Apr 23-24, 2021",110H,14.49,(0.6),
Austin,Wallace,Clark Wood Invitational,"Apr 23-24, 2021",110H,14.94,(0.4),
Austin,Wallace,Clark Wood Invitational,"Apr 23-24, 2021",LJ,7.28m,(2.5),"23' 10.75"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",Dec,6853,,
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",100,11.21,(2.2),
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",LJ,7.33m,(1.5),"24' 0.75"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",SP,12.22m,,"40' 1.25"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",HJ,1.90m,,"6' 2.75"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",400,52.46,,
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",110H,14.95,(0.2),
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",DT,36.20m,,"118' 9"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",PV,4.02m,,"13' 2.25"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",JT,44.13m,,"144' 9"""
Austin,Wallace,Gibson Invitational Heptathlon & Decathlon,"Apr 15-16, 2021",1500,5:03.76,,
Austin,Wallace,Big Blue Classic,"Apr  9-10, 2021",110H,15.03,(2.6),
Austin,Wallace,Big Blue Classic,"Apr  9-10, 2021",LJ,7.22m,(1.9),"23' 8.25"""
Austin,Wallace,Big Blue Classic,"Apr  9-10, 2021",JT,45.47m,,"149' 2"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,8.37,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,8.30,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",PV,3.90m,,"12' 9.5"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",LJ,6.97m,,"22' 10.5"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",TJ,NM,,NM
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",Hep,4879,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60,7.26,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",LJ,7.00m,,"22' 11.75"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",SP,13.03m,,"42' 9"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",HJ,1.89m,,"6' 2.25"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,8.25,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",PV,3.85m,,"12' 7.5"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",1000,3:29.72,,
Austin,Wallace,Panther Tune-Up,"Feb 14, 2021",SP,11.92m,,"39' 1.25"""
Austin,Wallace,The Panther Invite,"Jan  9, 2021",60H,8.52,,
Austin,Wallace,The Panther Invite,"Jan  9, 2021",LJ,7.26m,,"23' 10"""
Austin,Wallace,The Panther Invite,"Jan  9, 2021",SP,11.20m,,"36' 9"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60H,8.33,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60H,8.34,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",LJ,7.52m,,"24' 8.25"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",Hep,5320,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60,7.24,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",LJ,7.26m,,"23' 10"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",SP,11.47m,,"37' 7.75"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",HJ,2.04m,,"6' 8.25"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60H,8.28,,
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",PV,3.65m,,"11' 11.75"""
Austin,Wallace,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",1000,2:47.07,,
Austin,Wallace,Panther Tune-Up,"Feb 22, 2020",60,7.31,,
Austin,Wallace,Panther Tune-Up,"Feb 22, 2020",HJ,1.90m,,"6' 2.75"""
Austin,Wallace,Panther Tune-Up,"Feb 22, 2020",PV,3.53m,,"11' 7"""
Austin,Wallace,Panther Tune-Up,"Feb 22, 2020",SP,11.20m,,"36' 9"""
Austin,Wallace,GVSU Big Meet (Saturday),"Feb 15, 2020",60,7.32,,
Austin,Wallace,GVSU Big Meet (Saturday),"Feb 15, 2020",HJ,1.86m,,"6' 1.25"""
Austin,Wallace,GVSU Big Meet Invite (Friday),"Feb 14, 2020",60H,8.28,,
Austin,Wallace,GVSU Big Meet Invite (Friday),"Feb 14, 2020",LJ,7.12m,,"23' 4.5"""
Austin,Wallace,2020 Meyo Invitational,"Feb  7- 8, 2020",60H,8.39,,
Austin,Wallace,2020 Meyo Invitational,"Feb  7- 8, 2020",60H,8.33,,
Austin,Wallace,2020 Meyo Invitational,"Feb  7- 8, 2020",LJ,6.84m,(+0.0),"22' 5.25"""
Austin,Wallace,Illini Invitational,"Jan 24-25, 2020",60H,8.17,,
Austin,Wallace,Illini Invitational,"Jan 24-25, 2020",60H,8.32,,
Austin,Wallace,John Tierney Classic,"Jan 18, 2020",60H,8.33,,
Austin,Wallace,Gene Edmonds Memorial,"Jan 10-11, 2020",60H,8.39,,
Austin,Wallace,Gene Edmonds Memorial,"Jan 10-11, 2020",60H,8.46,,
Austin,Wallace,Gene Edmonds Memorial,"Jan 10-11, 2020",HJ,1.85m,,"6' 0.75"""
Austin,Wallace,Gene Edmonds Memorial,"Jan 10-11, 2020",LJ,7.23m,,"23' 8.75"""
Austin,Wallace,Marquette Mid-Week Challenge,"Apr 24, 2019",JT,36.99m,,"121' 4"""
Austin,Wallace,Panther TuneUp,"Feb 16, 2019",60H,8.52,,
Austin,Wallace,Panther TuneUp,"Feb 16, 2019",HJ,1.92m,,"6' 3.5"""
Austin,Wallace,John Tierney Classic,"Jan 19, 2019",60H,8.44,,
Austin,Wallace,John Tierney Classic,"Jan 19, 2019",LJ,6.75m,,"22' 1.75"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",110H,15.63,(+0.0),
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",110H,15.76,(3.0),
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",PV,4.10m,,"13' 5.25"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",JT,47.85m,,"157' 0"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",Dec,6190,,
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",100,11.73,(-0.1),
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",LJ,6.29m,,"20' 7.75"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",SP,13.00m,,"42' 8"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",HJ,1.75m,,"5' 8.75"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",400,55.84,,
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",110H,15.51,(1.9),
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",DT,35.16m,,"115' 4"""
