first,last,meet_name,meet_date,event,result,wind,feet
Hailey,Soriaga,Marquette Invitational,"Apr 10-11, 2025",PV,3.66m,,"12' 0"""
Hailey,Soriaga,Ashton May Invitational,"Apr  5, 2025",PV,3.66m,,"12' 0"""
Hailey,Soriaga,Redbird Challenge,"Mar 28-29, 2025",PV,3.58m,,"11' 9"""
Hailey,Soriaga,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",PV,3.56m,,"11' 8"""
Hailey,Soriaga,Panther Tune-up,"Feb 22, 2025",PV,3.65m,,"11' 11.75"""
Hailey,Soriaga,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",PV,3.64m,,"11' 11.25"""
Hailey,Soriaga,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",PV,3.76m,,"12' 4"""
Hailey,Soriaga,John Tierney Classic,"Jan 25, 2025",PV,3.75m,,"12' 3.5"""
Hailey,Soriaga,Badgers Midwest Invite,"Jan 11, 2025",PV,3.40m,,"11' 1.75"""
Taylor,Thimmesch,Raleigh Relays,"Mar 26-28, 2026",200,25.96,(0.4),
Taylor,Thimmesch,Raleigh Relays,"Mar 26-28, 2026",400,57.87,,
Taylor,Thimmesch,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",400,56.88,,
Taylor,Thimmesch,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",4x400,3:48.01,,
Taylor,Thimmesch,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",DMR,12:40.54,,
Taylor,Thimmesch,GVSU Big Meet-Friday,"Feb 13, 2026",200,25.72,,
Taylor,Thimmesch,GVSU Big Meet-Friday,"Feb 13, 2026",400,56.71,,
Taylor,Thimmesch,Iowa State Classic,"Feb  6, 2026",200,25.97,,
Taylor,Thimmesch,Iowa State Classic,"Feb  6, 2026",400,57.56,,
Taylor,Thimmesch,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",400,57.48,,
Taylor,Thimmesch,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",4x400,3:48.06,,
Taylor,Thimmesch,Larry Wieczorek Invitational,"Jan 23-24, 2026",200,26.10,,
Taylor,Thimmesch,Larry Wieczorek Invitational,"Jan 23-24, 2026",400,57.42,,
Taylor,Thimmesch,Larry Wieczorek Invitational,"Jan 23-24, 2026",4x400,3:48.92,,
Taylor,Thimmesch,Tierney Classic,"Jan 18, 2026",60,7.98,,
Taylor,Thimmesch,Tierney Classic,"Jan 18, 2026",60,7.97,,
Taylor,Thimmesch,Tierney Classic,"Jan 18, 2026",4x400,3:52.42,,
Taylor,Thimmesch,Minnesota Open,"Jan 10, 2026",60,8.20,,
Taylor,Thimmesch,Minnesota Open,"Jan 10, 2026",200,26.37,,
Taylor,Thimmesch,2025 Blue Demon Holiday Invite,"Dec 12, 2025",400,57.78,,
Taylor,Thimmesch,Horizon League Championship,"May  9-11, 2025",400,57.70,,
Taylor,Thimmesch,Horizon League Championship,"May  9-11, 2025",4x400,3:47.15,,
Taylor,Thimmesch,Badger Challenge,"May  2, 2025",200,26.63,(1.2),
Taylor,Thimmesch,Badger Challenge,"May  2, 2025",400,57.99,,
Taylor,Thimmesch,UW-Whitewater Drake Alternative,"Apr 24, 2025",200,25.67,(0.8),
Taylor,Thimmesch,UW-Whitewater Drake Alternative,"Apr 24, 2025",400,58.45,,
Taylor,Thimmesch,Gibson Invitational,"Apr 17-19, 2025",400,59.26,,
Taylor,Thimmesch,Marquette Invitational,"Apr 10-11, 2025",400,59.85,,
Taylor,Thimmesch,Marquette Invitational,"Apr 10-11, 2025",4x400,DNS,,
Taylor,Thimmesch,Redbird Challenge,"Mar 28-29, 2025",200,DNS,,
Taylor,Thimmesch,Redbird Challenge,"Mar 28-29, 2025",400,59.92,,
Taylor,Thimmesch,Redbird Challenge,"Mar 28-29, 2025",4x400,4:01.92,,
Taylor,Thimmesch,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",400,59.62,,
Taylor,Thimmesch,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",4x400,3:53.83,,
Taylor,Thimmesch,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",DMR,12:13.37,,
Taylor,Thimmesch,GVSU Big Meet- Friday,"Feb 14, 2025",400,58.43,,
Taylor,Thimmesch,GVSU Big Meet- Friday,"Feb 14, 2025",4x400,DQ,,
Taylor,Thimmesch,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",200,26.66,,
Taylor,Thimmesch,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",400,59.91,,
Taylor,Thimmesch,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",200,26.65,,
Taylor,Thimmesch,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",400,58.94,,
Taylor,Thimmesch,John Tierney Classic,"Jan 25, 2025",4x400,DNF,,
Taylor,Thimmesch,Badgers Midwest Invite,"Jan 11, 2025",300,41.61,,
Taylor,Thimmesch,Badgers Midwest Invite,"Jan 11, 2025",600,DNF,,
Taylor,Thimmesch,2024 Blue Demon Holiday Invite,"Dec 13, 2024",400,59.13,,
Lilly,Wepking,Joyce Morton-Kief Invite,"Mar 27-28, 2026",100,12.71,(2.5),
Lilly,Wepking,Joyce Morton-Kief Invite,"Mar 27-28, 2026",200,26.35,(1.9),
Lilly,Wepking,Panther Tune-up,"Feb 21, 2026",60,7.98,,
Lilly,Wepking,Panther Tune-up,"Feb 21, 2026",60,8.10,,
Lilly,Wepking,Panther Tune-up,"Feb 21, 2026",200,27.07,,
Lilly,Wepking,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  7, 2026",60,8.02,,
Lilly,Wepking,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  7, 2026",200,26.75,,
Lilly,Wepking,Larry Wieczorek Invitational,"Jan 23-24, 2026",60,8.05,,
Lilly,Wepking,Larry Wieczorek Invitational,"Jan 23-24, 2026",200,26.55,,
Lilly,Wepking,Tierney Classic,"Jan 18, 2026",60,7.96,,
Lilly,Wepking,Tierney Classic,"Jan 18, 2026",60,8.00,,
Lilly,Wepking,Tierney Classic,"Jan 18, 2026",200,26.80,,
Lilly,Wepking,Minnesota Open,"Jan 10, 2026",60,8.07,,
Lilly,Wepking,Minnesota Open,"Jan 10, 2026",200,26.93,,
Lilly,Wepking,2025 Blue Demon Holiday Invite,"Dec 12, 2025",60,8.04,,
Lilly,Wepking,2025 Blue Demon Holiday Invite,"Dec 12, 2025",300,43.48,,
Lilly,Wepking,Horizon League Championship,"May  9-11, 2025",100,12.52,(2.3),
Lilly,Wepking,Badger Challenge,"May  2, 2025",100,12.67,(-0.2),
Lilly,Wepking,Badger Challenge,"May  2, 2025",200,26.87,(1.2),
Lilly,Wepking,Fighting Illini Twilight,"Apr 26, 2025",100,12.46,(4.2),
Lilly,Wepking,Green & White Invite,"Apr 17, 2025",100,12.52,(3.0),
Lilly,Wepking,Green & White Invite,"Apr 17, 2025",100,12.67,(2.5),
Lilly,Wepking,Green & White Invite,"Apr 17, 2025",200,26.40,(3.4),
Lilly,Wepking,Marquette Invitational,"Apr 10-11, 2025",100,12.68,(1.4),
Lilly,Wepking,Marquette Invitational,"Apr 10-11, 2025",200,26.84,(-0.2),
Lilly,Wepking,Marquette Invitational,"Apr 10-11, 2025",4x100,47.28,,
Lilly,Wepking,Ashton May Invitational,"Apr  5, 2025",100,12.63,(2.8),
Lilly,Wepking,Ashton May Invitational,"Apr  5, 2025",200,26.97,(3.1),
Lilly,Wepking,Redbird Challenge,"Mar 28-29, 2025",100,12.75,(2.8),
Lilly,Wepking,Redbird Challenge,"Mar 28-29, 2025",200,DNS,,
Lilly,Wepking,Redbird Challenge,"Mar 28-29, 2025",4x100,49.27,,
Lilly,Wepking,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60,7.92,,
Lilly,Wepking,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",200,27.32,,
Lilly,Wepking,Panther Tune-up,"Feb 22, 2025",60,7.83,,
Lilly,Wepking,Panther Tune-up,"Feb 22, 2025",60,7.89,,
Lilly,Wepking,Dick Hendricks Invite,"Feb 15, 2025",60,8.10,,
Lilly,Wepking,Dick Hendricks Invite,"Feb 15, 2025",60,8.01,,
Lilly,Wepking,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",60,8.00,,
Lilly,Wepking,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",200,27.24,,
Lilly,Wepking,John Tierney Classic,"Jan 25, 2025",60,7.98,,
Lilly,Wepking,John Tierney Classic,"Jan 25, 2025",60,7.95,,
Lilly,Wepking,John Tierney Classic,"Jan 25, 2025",200,27.40,,
Lilly,Wepking,Badgers Midwest Invite,"Jan 11, 2025",60,7.93,,
Lilly,Wepking,Badgers Midwest Invite,"Jan 11, 2025",300,43.42,,
Lilly,Wepking,2024 Blue Demon Holiday Invite,"Dec 13, 2024",60,7.89,,
Lilly,Wepking,2024 Blue Demon Holiday Invite,"Dec 13, 2024",200,26.59,,
Victoria,Evtimov,Joyce Morton-Kief Invite,"Mar 27-28, 2026",100,12.34,(3.4),
Victoria,Evtimov,Joyce Morton-Kief Invite,"Mar 27-28, 2026",200,25.57,(2.1),
Victoria,Evtimov,Joyce Morton-Kief Invite,"Mar 27-28, 2026",400,DNS,,
Victoria,Evtimov,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",200,25.64,,
Victoria,Evtimov,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",4x400,3:48.01,,
Victoria,Evtimov,Panther Tune-up,"Feb 21, 2026",60,DNS,,
Victoria,Evtimov,GVSU Big Meet-Friday,"Feb 13, 2026",200,25.54,,
Victoria,Evtimov,GVSU Big Meet-Friday,"Feb 13, 2026",400,59.54,,
Victoria,Evtimov,Iowa State Classic,"Feb  6, 2026",200,DNS,,
Victoria,Evtimov,Iowa State Classic,"Feb  6, 2026",400,DNS,,
Victoria,Evtimov,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",200,25.64,,
Victoria,Evtimov,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",400,59.38,,
Victoria,Evtimov,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",4x400,3:48.06,,
Victoria,Evtimov,Larry Wieczorek Invitational,"Jan 23-24, 2026",60,7.97,,
Victoria,Evtimov,Larry Wieczorek Invitational,"Jan 23-24, 2026",200,25.45,,
Victoria,Evtimov,Larry Wieczorek Invitational,"Jan 23-24, 2026",4x400,3:48.92,,
Victoria,Evtimov,Tierney Classic,"Jan 18, 2026",60,7.84,,
Victoria,Evtimov,Tierney Classic,"Jan 18, 2026",60,7.89,,
Victoria,Evtimov,Tierney Classic,"Jan 18, 2026",4x400,3:52.42,,
Victoria,Evtimov,Minnesota Open,"Jan 10, 2026",200,25.68,,
Victoria,Evtimov,Minnesota Open,"Jan 10, 2026",400,1:00.25,,
Victoria,Evtimov,2025 Blue Demon Holiday Invite,"Dec 12, 2025",60,7.84,,
Victoria,Evtimov,2025 Blue Demon Holiday Invite,"Dec 12, 2025",60,7.83,,
Victoria,Evtimov,Horizon League Championship,"May  9-11, 2025",100,12.08,(+0.0),
Victoria,Evtimov,Horizon League Championship,"May  9-11, 2025",200,24.93,(0.2),
Victoria,Evtimov,Horizon League Championship,"May  9-11, 2025",4x100,46.21,,
Victoria,Evtimov,Horizon League Championship,"May  9-11, 2025",4x400,3:47.15,,
Victoria,Evtimov,Jim Green Invitational,"May  2- 3, 2025",200,24.75,(-0.7),
Victoria,Evtimov,Jim Green Invitational,"May  2- 3, 2025",400,58.55,,
Victoria,Evtimov,Fighting Illini Twilight,"Apr 26, 2025",200,24.71,(4.6),
Victoria,Evtimov,Fighting Illini Twilight,"Apr 26, 2025",400,DNS,,
Victoria,Evtimov,Fighting Illini Twilight,"Apr 26, 2025",4x100,46.13,,
Victoria,Evtimov,Gibson Invitational,"Apr 17-19, 2025",200,24.84,(0.7),
Victoria,Evtimov,Gibson Invitational,"Apr 17-19, 2025",4x100,46.69,,
Victoria,Evtimov,Green & White Invite,"Apr 17, 2025",400,59.24,,
Victoria,Evtimov,Duke Invitational,"Apr 10-12, 2025",100,12.44,(-0.3),
Victoria,Evtimov,Duke Invitational,"Apr 10-12, 2025",200,25.09,(+0.0),
Victoria,Evtimov,Duke Invitational,"Apr 10-12, 2025",400,57.37,,
Victoria,Evtimov,Ashton May Invitational,"Apr  5, 2025",100,12.18,(2.3),
Victoria,Evtimov,Ashton May Invitational,"Apr  5, 2025",100,12.19,(0.8),
Victoria,Evtimov,Ashton May Invitational,"Apr  5, 2025",200,25.09,(2.3),
Victoria,Evtimov,Redbird Challenge,"Mar 28-29, 2025",100,12.07,(4.5),
Victoria,Evtimov,Redbird Challenge,"Mar 28-29, 2025",100,12.17,(3.2),
Victoria,Evtimov,Redbird Challenge,"Mar 28-29, 2025",200,24.92,(3.5),
Victoria,Evtimov,Redbird Challenge,"Mar 28-29, 2025",400,DNS,,
Victoria,Evtimov,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",200,25.49,,
Victoria,Evtimov,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",4x400,3:53.83,,
Victoria,Evtimov,GVSU Big Meet- Friday,"Feb 14, 2025",200,25.10,,
Victoria,Evtimov,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",200,25.38,,
Victoria,Evtimov,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",400,1:00.51,,
Victoria,Evtimov,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",60,7.87,,
Victoria,Evtimov,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",200,25.39,,
Victoria,Evtimov,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",400,59.84,,
Victoria,Evtimov,John Tierney Classic,"Jan 25, 2025",60,7.79,,
Victoria,Evtimov,John Tierney Classic,"Jan 25, 2025",60,7.83,,
Victoria,Evtimov,John Tierney Classic,"Jan 25, 2025",4x400,DNF,,
Victoria,Evtimov,Badgers Midwest Invite,"Jan 11, 2025",60,7.85,,
Victoria,Evtimov,Badgers Midwest Invite,"Jan 11, 2025",300,40.70,,
Victoria,Evtimov,2024 Blue Demon Holiday Invite,"Dec 13, 2024",200,25.15,,
Leah,Handshoe,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",400,57.08,,
Leah,Handshoe,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",4x400,3:48.01,,
Leah,Handshoe,GVSU Big Meet-Friday,"Feb 13, 2026",200,25.56,,
Leah,Handshoe,GVSU Big Meet-Friday,"Feb 13, 2026",400,57.31,,
Leah,Handshoe,Iowa State Classic,"Feb  6, 2026",200,25.71,,
Leah,Handshoe,Iowa State Classic,"Feb  6, 2026",400,56.55,,
Leah,Handshoe,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",200,DNS,,
Leah,Handshoe,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",400,56.74,,
Leah,Handshoe,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",4x400,3:48.06,,
Leah,Handshoe,Larry Wieczorek Invitational,"Jan 23-24, 2026",200,26.16,,
Leah,Handshoe,Larry Wieczorek Invitational,"Jan 23-24, 2026",400,56.98,,
Leah,Handshoe,Larry Wieczorek Invitational,"Jan 23-24, 2026",4x400,3:48.92,,
Leah,Handshoe,Tierney Classic,"Jan 18, 2026",60,8.18,,
Leah,Handshoe,Tierney Classic,"Jan 18, 2026",4x400,3:52.42,,
Leah,Handshoe,Minnesota Open,"Jan 10, 2026",60,8.31,,
Leah,Handshoe,Minnesota Open,"Jan 10, 2026",200,26.31,,
Leah,Handshoe,2025 Blue Demon Holiday Invite,"Dec 12, 2025",400,56.88,,
Leah,Handshoe,Horizon League Championship,"May  9-11, 2025",400H,1:02.36,,
Leah,Handshoe,Horizon League Championship,"May  9-11, 2025",400H,1:02.13,,
Leah,Handshoe,Horizon League Championship,"May  9-11, 2025",4x400,3:47.15,,
Leah,Handshoe,Jim Green Invitational,"May  2- 3, 2025",400,56.82,,
Leah,Handshoe,Jim Green Invitational,"May  2- 3, 2025",400H,1:04.22,,
Leah,Handshoe,Fighting Illini Twilight,"Apr 26, 2025",400H,1:02.61,,
Leah,Handshoe,Gibson Invitational,"Apr 17-19, 2025",400H,1:02.43,,
Leah,Handshoe,Gibson Invitational,"Apr 17-19, 2025",4x400,3:52.52,,
Leah,Handshoe,Green & White Invite,"Apr 17, 2025",400,57.90,,
Leah,Handshoe,Marquette Invitational,"Apr 10-11, 2025",400H,DNS,,
Leah,Handshoe,Marquette Invitational,"Apr 10-11, 2025",4x400,DNS,,
Leah,Handshoe,Ashton May Invitational,"Apr  5, 2025",400H,1:03.40,,
Leah,Handshoe,Redbird Challenge,"Mar 28-29, 2025",400H,1:05.59,,
Leah,Handshoe,Redbird Challenge,"Mar 28-29, 2025",4x400,4:01.92,,
Leah,Handshoe,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",400,58.08,,
Leah,Handshoe,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",400,57.89,,
Leah,Handshoe,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",4x400,3:53.83,,
Leah,Handshoe,Panther Tune-up,"Feb 22, 2025",400,1:00.99,,
Leah,Handshoe,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",200,26.78,,
Leah,Handshoe,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",400,58.26,,
Leah,Handshoe,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",200,25.68,,
Leah,Handshoe,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",400,57.49,,
Leah,Handshoe,John Tierney Classic,"Jan 25, 2025",4x400,DNF,,
Leah,Handshoe,Badgers Midwest Invite,"Jan 11, 2025",600,1:36.83,,
Leah,Handshoe,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",400,57.34,,
Leah,Handshoe,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",400,56.54,,
Leah,Handshoe,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",400H,1:03.73,,
Leah,Handshoe,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",400H,1:04.11,,
Leah,Handshoe,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",4x400,3:51.99,,
Leah,Handshoe,Clark Wood Open 2024,"Apr 26-27, 2024",400,57.61,,
Leah,Handshoe,Clark Wood Open 2024,"Apr 26-27, 2024",400H,1:01.51,,
Leah,Handshoe,2024 Bryan Clay Invitational,"Apr 11-13, 2024",400,57.62,,
Leah,Handshoe,2024 Bryan Clay Invitational,"Apr 11-13, 2024",400H,1:04.42,,
Leah,Handshoe,Golden Grizzly T&F Invite,"Apr  6, 2024",400H,1:04.89,,
Leah,Handshoe,Golden Grizzly T&F Invite,"Apr  6, 2024",4x400,4:01.20,,
Leah,Handshoe,Raleigh Relays,"Mar 28-30, 2024",400,57.93,,
Leah,Handshoe,Raleigh Relays,"Mar 28-30, 2024",400H,DNF,,
Leah,Handshoe,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",400,56.62,,
Leah,Handshoe,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",400,57.36,,
Leah,Handshoe,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",4x400,3:55.74,,
Leah,Handshoe,GVSU Big Meet- (Friday),"Feb  9, 2024",400,57.08,,
Leah,Handshoe,GVSU Big Meet- (Friday),"Feb  9, 2024",4x400,3:54.02,,
Leah,Handshoe,Mark Guthrie Legacy Invite,"Feb  3, 2024",200,26.10,,
Leah,Handshoe,Mark Guthrie Legacy Invite,"Feb  3, 2024",400,58.41,,
Leah,Handshoe,Illini Challenge,"Jan 26-27, 2024",400,57.99,,
Leah,Handshoe,Illini Challenge,"Jan 26-27, 2024",4x400,4:05.88,,
Leah,Handshoe,Illini Challenge,"Jan 26-27, 2024",DMR,12:06.95,,
Leah,Handshoe,John Tierney Classic,"Jan 20, 2024",4x400,4:01.76,,
Leah,Handshoe,Badgers Midwest Invite,"Jan 13, 2024",600,1:37.83,,
Leah,Handshoe,2023 Blue Demon Holiday Invite,"Dec  8, 2023",400,57.22,,
Leah,Handshoe,2023 Blue Demon Holiday Invite,"Dec  8, 2023",4x400,3:54.68,,
Leah,Handshoe,Horizon League Championship,"May  5- 7, 2023",400,56.93,,
Leah,Handshoe,Horizon League Championship,"May  5- 7, 2023",400,56.92,,
Leah,Handshoe,Horizon League Championship,"May  5- 7, 2023",400H,1:02.48,,
Leah,Handshoe,Horizon League Championship,"May  5- 7, 2023",400H,1:03.38,,
Leah,Handshoe,Horizon League Championship,"May  5- 7, 2023",4x400,3:53.61,,
Leah,Handshoe,Clark Wood Open 2023,"Apr 28-29, 2023",400,56.61,,
Leah,Handshoe,Clark Wood Open 2023,"Apr 28-29, 2023",400H,1:03.66,,
Leah,Handshoe,Gary Wieneke Memorial,"Apr 21-22, 2023",400H,1:04.37,,
Leah,Handshoe,Gibson Invitational & Multis,"Apr 13-15, 2023",400H,1:03.44,,
Leah,Handshoe,Gibson Invitational & Multis,"Apr 13-15, 2023",4x400,4:00.54,,
Leah,Handshoe,Fighting Illini Challenge,"Apr  8, 2023",400H,1:05.18,,
Leah,Handshoe,Fighting Illini Challenge,"Apr  8, 2023",4x400,4:03.58,,
Leah,Handshoe,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",400,58.23,,
Leah,Handshoe,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",400,58.55,,
Leah,Handshoe,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",4x400,3:54.28,,
Leah,Handshoe,Panther Tune-Up,"Feb 18, 2023",60H,9.41,,
Leah,Handshoe,GVSU Big Meet (Friday),"Feb 10, 2023",400,57.82,,
Leah,Handshoe,GVSU Big Meet (Friday),"Feb 10, 2023",4x400,3:57.79,,
Leah,Handshoe,Mark Guthrie Legacy Invitational,"Feb  4, 2023",400,59.35,,
Leah,Handshoe,Mark Guthrie Legacy Invitational,"Feb  4, 2023",60H,9.36,,
Leah,Handshoe,Mark Guthrie Legacy Invitational,"Feb  4, 2023",60H,9.40,,
Leah,Handshoe,Mark Guthrie Legacy Invitational,"Feb  4, 2023",4x400,4:02.38,,
Leah,Handshoe,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",60H,9.30,,
Leah,Handshoe,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",4x400,3:59.25,,
Leah,Handshoe,2022 Blue Demon Holiday Invite,"Dec  9, 2022",60,8.17,,
Leah,Handshoe,2022 Blue Demon Holiday Invite,"Dec  9, 2022",4x400,3:58.16,,
Ella,Laughbaum,Joyce Morton-Kief Invite,"Mar 27-28, 2026",PV,3.58m,,"11' 9"""
Ella,Laughbaum,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",PV,3.62m,,"11' 10.5"""
Ella,Laughbaum,Panther Tune-up,"Feb 21, 2026",PV,3.43m,,"11' 3"""
Ella,Laughbaum,2026 Blue Demon Alumni Classic,"Feb 13, 2026",PV,3.45m,,"11' 3.75"""
Ella,Laughbaum,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  7, 2026",PV,3.53m,,"11' 7"""
Ella,Laughbaum,Tierney Classic,"Jan 18, 2026",PV,3.30m,,"10' 10"""
Ella,Laughbaum,Minnesota Open,"Jan 10, 2026",PV,3.41m,,"11' 2.25"""
Ella,Laughbaum,Gibson Invitational,"Apr 17-19, 2025",PV,3.30m,,"10' 10"""
Ella,Laughbaum,Marquette Invitational,"Apr 10-11, 2025",PV,3.36m,,"11' 0.25"""
Ella,Laughbaum,Ashton May Invitational,"Apr  5, 2025",PV,3.36m,,"11' 0.25"""
Ella,Laughbaum,Redbird Challenge,"Mar 28-29, 2025",PV,3.28m,,"10' 9"""
Ella,Laughbaum,John Tierney Classic,"Jan 25, 2025",PV,DNS,,NH
Ella,Laughbaum,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",PV,3.40m,,"11' 1.75"""
Ella,Laughbaum,UW-Whitewater Drake Alternative,"Apr 25, 2024",PV,NH,,NH
Ella,Laughbaum,Gibson Invitational,"Apr 18-20, 2024",PV,3.48m,,"11' 5"""
Ella,Laughbaum,Gary Wieneke Memorial,"Apr 13, 2024",PV,3.62m,,"11' 10.5"""
Ella,Laughbaum,Golden Grizzly T&F Invite,"Apr  6, 2024",PV,3.35m,,"10' 11.75"""
Ella,Laughbaum,Redbird Challenge,"Mar 29-30, 2024",PV,NH,,NH
Ella,Laughbaum,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",PV,3.52m,,"11' 6.5"""
Ella,Laughbaum,PANTHER TUNE-UP,"Feb 17, 2024",PV,3.45m,,"11' 3.75"""
Ella,Laughbaum,Mark Guthrie Legacy Invite,"Feb  3, 2024",PV,3.42m,,"11' 2.5"""
Ella,Laughbaum,John Tierney Classic,"Jan 20, 2024",PV,3.60m,,"11' 9.75"""
Ella,Laughbaum,Badgers Midwest Invite,"Jan 13, 2024",PV,3.62m,,"11' 10.5"""
Ella,Laughbaum,Illini Open,"Jan  6, 2024",PV,3.67m,,"12' 0.5"""
Ella,Laughbaum,Horizon League Championship,"May  5- 7, 2023",PV,3.73m,,"12' 2.75"""
Ella,Laughbaum,Clark Wood Open 2023,"Apr 28-29, 2023",PV,3.42m,,"11' 2.5"""
Ella,Laughbaum,Gary Wieneke Memorial,"Apr 21-22, 2023",PV,3.51m,,"11' 6.25"""
Ella,Laughbaum,Gibson Invitational & Multis,"Apr 13-15, 2023",PV,3.60m,,"11' 9.75"""
Ella,Laughbaum,Fighting Illini Challenge,"Apr  8, 2023",PV,3.36m,,"11' 0.25"""
Ella,Laughbaum,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",PV,3.60m,,"11' 9.75"""
Ella,Laughbaum,Panther Tune-Up,"Feb 18, 2023",PV,3.35m,,"10' 11.75"""
Ella,Laughbaum,Mark Guthrie Legacy Invitational,"Feb  4, 2023",PV,3.56m,,"11' 8"""
Ella,Laughbaum,Jack Johnson Classic,"Jan 27-28, 2023",PV,3.67m,,"12' 0.5"""
Ella,Laughbaum,John Tierney Classic,"Jan 21, 2023",PV,3.45m,,"11' 3.75"""
Ella,Laughbaum,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",PV,3.62m,,"11' 10.5"""
Katie,Burns,Raleigh Relays,"Mar 26-28, 2026",100,12.29,(0.5),
Katie,Burns,Raleigh Relays,"Mar 26-28, 2026",200,24.81,(-0.1),
Katie,Burns,Raleigh Relays,"Mar 26-28, 2026",400,56.22,,
Katie,Burns,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",200,24.87,,
Katie,Burns,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",200,24.95,,
Katie,Burns,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",400,56.11,,
Katie,Burns,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",400,55.92,,
